"Protein.IDs"	"LFQ.intensity.KES1_well1"	"LFQ.intensity.KES2_well5"	"LFQ.intensity.KES3_well9"	"LFQ.intensity.PBS1_well2"	"LFQ.intensity.PBS2_well3"	"LFQ.intensity.PBS3_well4"
"1001"	"MH0087_GL0008588;V1.CD45-0_GL0060320;V1.CD6-0-PT_GL0179983;O2.UC30-1_GL0062017;MH0270_GL0038731;V1.CD20-0_GL0107746;V1.UC31-4_GL0110206;MH0212_GL0111955;T2D-66A_GL0041916;O2.CD3-0-PT_GL0059632;V1.UC50-1_GL0121868;MH0389_GL0201512;MH0217_GL0147458;V1.UC50-1_GL0067516;V1.UC58-4_GL0085489;MH0357_GL0061186"	300250000	298980000	114680000	115370000	94631000	96714000
"1002"	"MH0087_GL0010788"	20055000	12304000	9911000	10393000	8891100	9743400
"1003"	"MH0087_GL0012728;V1.UC38-4_GL0017971;O2.UC46-1_GL0166078;O2.UC15-1_GL0103807;MH0274_GL0029674;V1.UC59-0_GL0163252;V1.UC52-1_GL0214843;V1.FI36_GL0160771;V1.CD15-3_GL0022271;MH0422_GL0238451;V1.UC54-4_GL0108003;MH0205_GL0140249;O2.UC5-0_GL0002356;MH0455_GL0088262;MH0220_GL0179355"	57164000	89322000	13109000	6033600	11279000	10102000
"1004"	"MH0087_GL0013022;T2D-62A_GL0060876"	7576800	5883500	0	0	0	0
"1005"	"MH0087_GL0014198;MH0303_GL0031718;O2.UC52-0_GL0057081"	24688000	39801000	11496000	6192600	8410900	8961800
"1006"	"MH0087_GL0024382;O2.UC30-1_GL0015147;MH0193_GL0009761;MH0006_GL0212108;N088A_GL0103366"	42055000	35250000	48244000	42592000	56095000	43015000
"1007"	"MH0087_GL0030043;T2D-107A_GL0164326;N088A_GL0143107;N083A_GL0031776;V1.UC42-0_GL0151263"	4021700	6543000	1285800	1063500	0	1538500
"1008"	"MH0087_GL0031294;MH0131_GL0044474"	149080000	179330000	66582000	66298000	65002000	77038000
"1009"	"MH0227_GL0118384;V1.FI37_GL0204673;MH0087_GL0034330"	0	8005200	4193800	4151000	6460200	4908400
"1010"	"MH0087_GL0040866;T2D-13A_GL0050187;O2.UC17-2_GL0037524;MH0340_GL0003244;MH0403_GL0099788;V1.CD50-0_GL0118719;T2D-6A_GL0049374;V1.UC40-1_GL0041328;V1.UC55-0_GL0247523;MH0370_GL0060549;MH0151_GL0015178;V1.CD12-3_GL0032320;MH0239_GL0013398;V1.UC42-0_GL0149539;O2.UC55-0_GL0174128;MH0393_GL0036102;MH0271_GL0063386;764588959-stool1_revised_C726136_1_gene102951;MH0189_GL0036029;MH0039_GL0019587"	52421000	49631000	63116000	71402000	55564000	65450000
"1011"	"MH0087_GL0041489"	21376000	28069000	12503000	4130200	9917300	1.7e+07
"1012"	"MH0087_GL0045322;MH0402_GL0221662;T2D-113A_GL0007483;MH0381_GL0023806;DOM005_GL0007783;MH0414_GL0117101;MH0056_GL0045902;MH0179_GL0038097;MH0274_GL0130256"	277200000	364880000	123830000	148080000	110300000	154090000
"1013"	"O2.UC2-1_GL0082841;MH0131_GL0003010;MH0087_GL0048124;V1.FI36_GL0246859"	0	4404700	2061300	2793000	2929400	2514800
"1014"	"MH0088_GL0001694;MH0148_GL0168994"	0	0	0	50914000	65997000	56751000
"1015"	"MH0389_GL0150842;MH0088_GL0007325;V1.CD21-0_GL0076305;V1.CD25-0_GL0038407;MH0281_GL0022283;V1.UC47-4_GL0144255;V1.UC11-5_GL0172734;MH0378_GL0095468;MH0188_GL0041671;MH0358_GL0001320;MH0451_GL0203529"	0	0	0	0	0	0
"1016"	"MH0088_GL0010457;MH0233_GL0065778;MH0006_GL0102201;V1.CD1-0-PT_GL0028611;MH0351_GL0049040;MH0373_GL0145554;MH0155_GL0067531;MH0457_GL0248531;MH0419_GL0069894;V1.CD44-0_GL0006686"	145060000	128680000	151320000	166330000	177130000	2.1e+08
"1017"	"MH0088_GL0016997;V1.CD17-0_GL0100368"	5882400	11176000	3268600	0	3114100	0
"1018"	"V1.CD54-0_GL0087862;V1.CD12-3_GL0051174;MH0088_GL0023890;MH0212_GL0152781"	0	0	10901000	14842000	16240000	14700000
"1019"	"MH0188_GL0029835;MH0088_GL0025582"	5036900	2836800	0	0	0	0
"1020"	"MH0088_GL0033425;V1.CD3-0-PN_GL0000156;MH0006_GL0206922"	0	0	0	20587000	0	0
"1021"	"MH0088_GL0048246;MH0175_GL0084543;V1.CD21-0_GL0019226;MH0308_GL0153151;MH0389_GL0134558;MH0345_GL0042662;MH0420_GL0073967"	21297000	14907000	66111000	70919000	83413000	60569000
"1022"	"MH0246_GL0048063;MH0088_GL0048478;V1.CD29-0_GL0068345;V1.UC54-0_GL0134041;V1.CD7-4_GL0021295;MH0147_GL0019612;742723.HMPREF9477_01189;O2.UC15-0_GL0096869;V1.UC50-1_GL0197408;V1.FI34_GL0003466;V1.FI17_GL0043637;O2.CD1-0-PT_GL0030037;O2.UC15-1_GL0028947;V1.CD54-0_GL0122738;159753524-stool1_revised_scaffold18852_2_gene15086;MH0451_GL0197083;O2.UC11-1_GL0045600;V1.UC52-1_GL0150804;MH0170_GL0010529;V1.CD54-0_GL0049522;O2.UC47-2_GL0068723;MH0198_GL0018511"	10360000	7045200	8516700	6750100	7444900	8053600
"1023"	"MH0088_GL0052760;MH0386_GL0196655;MH0275_GL0151369;MH0122_GL0036643;763901136-stool1_revised_scaffold8302_1_gene6816;MH0238_GL0039819;MH0250_GL0236085;MH0220_GL0021037;MH0421_GL0150674"	422360000	339070000	69264000	91485000	82450000	76865000
"1024"	"MH0088_GL0054944"	32788000	16206000	235850000	175180000	216260000	190430000
"1025"	"O2.CD3-0-PT_GL0103575;MH0088_GL0066435;MH0198_GL0067596;MH0108_GL0087557;V1.CD3-0-PT_GL0080353;DLM013_GL0024934;MH0128_GL0011147;MH0442_GL0220284;MH0270_GL0046766;MH0204_GL0010758;T2D-47A_GL0025845;MH0425_GL0072814;HT25A_GL0098499;MH0203_GL0087602;V1.UC56-0_GL0020489;V1.FI11_GL0073922;MH0138_GL0043592;MH0122_GL0094706;MH0083_GL0012463;DOM012_GL0050863;T2D-63A_GL0084211;MH0390_GL0085104"	6881100	10766000	4938000	5190900	4099900	5915900
"1026"	"V1.FI24_GL0130714;MH0088_GL0075925;MH0377_GL0008265"	7701100	4346600	21640000	17679000	12590000	17550000
"1027"	"MH0088_GL0078786;MH0233_GL0031079"	7889600	7202500	9541200	8808900	8390700	9412600
"1028"	"MH0088_GL0104505"	0	0	12005000	4888700	6739600	7120000
"1029"	"O2.CD3-0-PT_GL0160846;MH0088_GL0107358"	9609300	0	14482000	31379000	29561000	31660000
"1030"	"MH0088_GL0109912;MH0188_GL0047243;MH0252_GL0027203;MH0349_GL0096701;V1.UC26-4_GL0097836;V1.CD7-4_GL0066093;V1.CD3-0-PN_GL0067263;T2D-62A_GL0018528;O2.UC11-1_GL0006817;O2.CD2-0-PT_GL0090067;553973.CLOHYLEM_04985;MH0188_GL0125761;V1.CD21-0_GL0014769;MH0212_GL0083348;V1.CD48-0_GL0055278;159753524-stool1_revised_C1068348_1_gene1586;742723.HMPREF9477_01010;HT14A_GL0075810;V1.CD54-0_GL0036193;V1.FI18_GL0115172;MH0212_GL0169170;MH0452_GL0028253;O2.UC12-1_GL0082963;T2D-108A_GL0016103"	0	0	2926700	0	3928300	3514000
"1031"	"MH0088_GL0111634;NOM007_GL0031541"	88388000	113780000	0	7165300	8613700	9388800
"1032"	"MH0088_GL0117539;MH0108_GL0090586;MH0110_GL0025170;V1.CD3-0-PN_GL0037910;HT14A_GL0121948;MH0229_GL0072915;764143897-stool1_revised_scaffold24988_1_gene58660;V1.FI34_GL0132999;MH0239_GL0147596;O2.UC48-0_GL0220381;160502038-stool1_revised_scaffold47633_1_gene42268"	98905000	0	22579000	0	25957000	0
"1033"	"V1.CD38-0_GL0083051;MH0088_GL0124559;T2D-70A_GL0158465;N084A_GL0029237;MH0377_GL0168502"	0	0	2897600	1838200	2078900	0
"1034"	"MH0088_GL0125559;MH0131_GL0080078;MH0060_GL0021533;MH0272_GL0118415;MH0149_GL0089848;V1.FI07_GL0090763;V1.UC11-5_GL0080186;MH0370_GL0064931;O2.UC30-0_GL0013410;MH0089_GL0046133;T2D-134A_GL0077896;NLF005_GL0024470;HT25A_GL0009481;MH0096_GL0086275;MH0448_GL0237985;MH0382_GL0139688;MH0157_GL0032484;MH0125_GL0020855;MH0424_GL0049536;MH0203_GL0219624;V1.UC15-3_GL0083619;MH0119_GL0099163"	33103000	23873000	6910600	7078800	8623800	5660000
"1035"	"V1.CD17-4_GL0082050;MH0088_GL0130002;T2D-177A_GL0002178;MH0011_GL0004748;MH0233_GL0034924;MH0090_GL0094224;T2D-61A_GL0009652;V1.CD35-0_GL0034559;V1.CD2-0-PT_GL0018451;T2D-68A_GL0079849;469609.HMPREF0847_00817;467705.SGO_0987;388919.SSA_1495;706437.HMPREF0813_01803;864569.HMPREF9319_0625;471872.STRINF_01458;MH0408_GL0168368;MH0357_GL0014366;V1.UC37-0_GL0028297;NOF008_GL0017778;MH0373_GL0074675;MH0373_GL0016574;MH0135_GL0059752;537013.CLOSTMETH_03175;T2D-63A_GL0047110;158479027-stool1_revised_scaffold12465_1_gene14356;V1.FI05_GL0129734;511691.SmuNN2025_0537"	1761400	2184400	3486100	2821000	5119300	3198500
"1036"	"MH0089_GL0001099"	0	0	5304900	3182800	6952700	4036800
"1037"	"MH0089_GL0010559;MH0140_GL0151244;MH0266_GL0169878;MH0244_GL0103460;160765029-stool1_revised_scaffold21127_1_gene139164;T2D-22A_GL0062632;MH0334_GL0071927;V1.UC26-0_GL0140622;MH0059_GL0057611;159551223-stool1_revised_scaffold35366_1_gene120323;MH0177_GL0084445;N038A_GL0104838;MH0377_GL0173505;O2.UC57-0_GL0136051;V1.UC13-3_GL0121270;V1.FI07_GL0191369;MH0192_GL0177085;MH0197_GL0128699;MH0147_GL0117223"	50031000	61114000	54832000	54541000	54897000	56473000
"1038"	"MH0089_GL0023708"	8403100	45479000	0	0	0	0
"1039"	"MH0089_GL0026063"	54559000	41294000	11620000	13064000	14999000	18955000
"1040"	"MH0089_GL0038593"	138920000	61397000	63520000	69955000	0	85390000
"1041"	"MH0372_GL0122837;MH0090_GL0043971;V1.CD12-0_GL0048021;V1.UC16-0_GL0044247;MH0335_GL0085887;MH0260_GL0103236;MH0150_GL0022534;MH0143_GL0142349;MH0092_GL0022508;MH0370_GL0078985;MH0088_GL0032770;MH0006_GL0188216;MH0038_GL0052120;MH0001_GL0009838;MH0124_GL0014181;MH0140_GL0071590;V1.FI33_GL0114125;O2.UC48-0_GL0049427;NLF013_GL0046996;V1.CD21-4_GL0052705;MH0115_GL0019885;MH0087_GL0002353;MH0205_GL0137386;N075A_GL0106533"	0	0	39080000	0	27101000	7708000
"1042"	"MH0090_GL0071499;T2D-206A_GL0004284;V1.UC62-0_GL0005187;MH0145_GL0053912;DOM010_GL0007020;MH0128_GL0037764;O2.UC35-1_GL0082080;N044A_GL0043882"	2533000	4378700	1764500	0	2066600	1964200
"1043"	"MH0188_GL0123985;MH0090_GL0090903;V1.FI20_GL0205556"	7092100	6785300	14654000	17806000	22364000	13422000
"1044"	"MH0091_GL0055375"	47482000	0	0	145300000	152710000	0
"1045"	"MH0092_GL0017589;MH0233_GL0114802;MH0418_GL0052888;MH0054_GL0046637"	33652000	39124000	40222000	39750000	35482000	43409000
"1046"	"MH0092_GL0029477;T2D-110A_GL0104006;V1.UC41-0_GL0013089"	8345100	15092000	7266200	5009400	5083900	5831600
"1047"	"MH0101_GL0031719;MH0092_GL0032121;NOF010_GL0014993;MH0101_GL0103331"	2770400	2602600	0	2245200	2158700	2429500
"1048"	"SZEY-81A_GL0031298;MH0211_GL0007790;MH0108_GL0066534;MH0092_GL0051762;O2.UC37-1_GL0073517;MH0268_GL0075241;MH0375_GL0124805;MH0309_GL0119919;MH0212_GL0035776;NOM028_GL0057984;O2.UC43-0_GL0090965;V1.UC39-0_GL0080271;MH0389_GL0004107;V1.CD6-0-PT_GL0227119;V1.CD21-0_GL0003437;MH0087_GL0025781;V1.UC52-0_GL0102344;585501.HMPREF6123_2415;V1.CD55-0_GL0243110;MH0119_GL0084347;MH0197_GL0110921;V1.UC50-1_GL0198203;MH0268_GL0069576;V1.FI08_GL0157905;MH0370_GL0079734;O2.UC21-1_GL0136992;MH0346_GL0028490"	18631000	9707600	4549400	7277900	0	0
"1049"	"MH0092_GL0056563;O2.UC15-2_GL0074169"	5078200	10644000	5637400	5556500	5181700	5358500
"1050"	"MH0092_GL0079119"	0	0	0	0	0	0
"1051"	"MH0092_GL0132892"	13380000	7500900	0	0	0	0
"1052"	"MH0092_GL0137597;ED14A_GL0008275"	116990000	100260000	36636000	29084000	38928000	44916000
"1053"	"MH0093_GL0007842"	45632000	46065000	0	0	0	28387000
"1054"	"MH0094_GL0091753;763820215-stool2_revised_C299513_1_gene243"	66692000	78147000	19616000	21275000	23881000	21684000
"1055"	"MH0095_GL0003306"	2789700	4395400	0	0	0	0
"1056"	"MH0095_GL0093086"	0	0	0	0	1487200	0
"1057"	"MH0095_GL0094151;MH0372_GL0009690"	264270000	235250000	0	68561000	0	154640000
"1058"	"MH0096_GL0025058;MH0357_GL0030441;MH0329_GL0128586;MH0374_GL0029015;HT14A_GL0080082;V1.UC55-0_GL0160619"	16854000	25798000	19190000	18630000	21572000	15916000
"1059"	"MH0096_GL0048120"	68683000	0	74647000	111850000	105210000	82748000
"1060"	"MH0096_GL0081462"	10485000	17748000	2075500	0	0	1801000
"1061"	"MH0097_GL0104555"	59259000	95214000	25075000	20392000	25550000	27948000
"1062"	"MH0098_GL0055042"	0	3698100	5148000	4545000	5175000	5766400
"1063"	"MH0100_GL0003743;T2D-139A_GL0090665;SZEY-10A_GL0035277;MH0292_GL0026253;MH0195_GL0043070;MH0385_GL0137920;MH0288_GL0165780;O2.UC17-1_GL0098945;V1.CD10-0_GL0034569;DOF008_GL0033812;MH0145_GL0113196"	27558000	17684000	664420000	492440000	595290000	635010000
"1064"	"MH0100_GL0018518"	10806000	44398000	9342500	15609000	14755000	11938000
"1065"	"MH0111_GL0104630;MH0100_GL0029530;T2D-33A_GL0070079;NLF002_GL0036803;MH0205_GL0087188;MH0441_GL0008801;MH0259_GL0035171;MH0390_GL0044448;MH0233_GL0018954;764588959-stool1_revised_C759658_1_gene139176"	16173000	11983000	41033000	42560000	30229000	33227000
"1066"	"V1.CD20-4_GL0120993;MH0445_GL0051293;MH0100_GL0043403;N026A_GL0037713"	10275000	8259800	23338000	21516000	9952300	10733000
"1067"	"MH0100_GL0044127;MH0198_GL0064013;MH0179_GL0048845;MH0093_GL0048751;MH0187_GL0006124;MH0386_GL0151941;O2.UC24-1_GL0137374"	11546000	7446600	3106600	3285000	1470800	4531800
"1068"	"MH0100_GL0045955"	0	0	1996800	1503200	1346100	0
"1069"	"MH0100_GL0050925;V1.CD38-0_GL0112325;MH0054_GL0070343"	28662000	6276800	95467000	75601000	80620000	82836000
"1070"	"MH0100_GL0059514;NOF005_GL0098607"	0	0	13411000	9039300	10013000	9752500
"1071"	"MH0100_GL0080541;MH0144_GL0121885;REV__MH0423_GL0035539;REV__MH0205_GL0153175;REV__MH0113_GL0082215;REV__MH0451_GL0082470;REV__MH0199_GL0041459;REV__MH0122_GL0020965;REV__MH0187_GL0081935"	24080000	19406000	122410000	93048000	91308000	130860000
"1072"	"MH0100_GL0080542;MH0385_GL0036413;764588959-stool1_revised_scaffold30618_1_gene84737;NLM009_GL0030058;MH0314_GL0010631;O2.UC28-0_GL0124527;V1.CD8-0-PN_GL0181407;O2.UC11-2_GL0099484;MH0189_GL0053609;O2.UC14-2_GL0033127;MH0087_GL0004262;V1.UC35-4_GL0066351;V1.UC13-3_GL0038801;O2.UC48-0_GL0047164;O2.UC15-1_GL0069996;MH0370_GL0003317;MH0047_GL0038829;158924089-stool1_revised_C355032_1_gene39876;V1.CD7-4_GL0086110;V1.CD21-0_GL0024430;O2.UC15-0_GL0047277;O2.CD1-0-PT_GL0004701;553973.CLOHYLEM_07680;MH0128_GL0088845;O2.UC47-1_GL0203397;V1.UC11-5_GL0025543;NOM026_GL0042832"	0	9822300	102130000	46651000	43272000	59377000
"1073"	"MH0100_GL0081168"	0	7097500	36506000	17435000	24495000	26266000
"1074"	"O2.UC40-2_GL0042820;MH0100_GL0085486"	0	0	6741200	4525800	5152900	4455000
"1075"	"V1.FI24_GL0132910;MH0377_GL0089807;MH0100_GL0090834;MH0111_GL0084909;MH0309_GL0016939;MH0288_GL0140756;MH0002_GL0063099;V1.FI05_GL0102113;V1.UC54-0_GL0185535;V1.UC16-0_GL0026610;MH0076_GL0002532;MH0221_GL0021355;O2.UC40-1_GL0009468;O2.UC11-1_GL0131726;158499257-stool1_revised_C1330881_1_gene62771;V1.CD6-0-PT_GL0224213;MH0153_GL0123695;MH0157_GL0092417"	11055000	7579300	15699000	16018000	15395000	15050000
"1076"	"MH0100_GL0112601"	5785200	5528200	1320200	1686700	1282000	1465500
"1077"	"MH0100_GL0121700;159227541-stool2_revised_scaffold29344_1_gene71066"	6117100	7221700	7556500	6990600	8619500	6675800
"1078"	"MH0100_GL0129471"	374740000	189650000	41877000	50501000	40024000	47770000
"1079"	"MH0100_GL0139569"	0	3614400	199900000	135380000	113060000	165090000
"1080"	"MH0443_GL0149969;MH0377_GL0078564;MH0100_GL0149878;MH0362_GL0100365;MH0147_GL0014700;MH0334_GL0115353;MH0090_GL0082729;MH0025_GL0085594;160400887-stool1_revised_scaffold28942_1_gene56077;V1.FI28_GL0205246;O2.UC24-2_GL0132896;MH0192_GL0090806;MH0077_GL0007072"	59451000	77737000	37096000	39326000	37889000	37741000
"1081"	"MH0101_GL0004895"	0	0	2189900	1593600	1564900	2334300
"1082"	"MH0101_GL0008088;O2.UC15-1_GL0019290;V1.UC32-0_GL0081862;DLM010_GL0073996"	8118400	30494000	2239700	2037300	0	4091300
"1083"	"MH0333_GL0053822;MH0101_GL0010328;MH0125_GL0058916;V1.UC26-0_GL0008396;T2D-73A_GL0042169;O2.UC55-0_GL0075355;NOF010_GL0003074;MH0418_GL0169484;MH0260_GL0147094;MH0184_GL0040841;MH0037_GL0021894;MH0011_GL0022326;MH0004_GL0020918;T2D-48A_GL0022405;N087A_GL0016196;N085A_GL0088049;MH0414_GL0083017;MH0406_GL0150793;MH0402_GL0121344;MH0381_GL0098141;MH0222_GL0013191;MH0203_GL0086662;MH0198_GL0159779;MH0051_GL0006211;MH0004_GL0030669;DOM005_GL0029181;765094712-stool1_revised_scaffold5072_1_gene31370;O2.UC37-0_GL0073847;765560005-stool1_revised_scaffold23730_1_gene88794;NOF008_GL0097382;MH0396_GL0048580;T2D-42A_GL0069675"	17364000	21537000	11513000	8253500	7303900	10595000
"1084"	"MH0101_GL0018469"	0	0	2582100	0	0	2554100
"1085"	"MH0101_GL0055231;MH0333_GL0037052;MH0003_GL0087349;T2D-109A_GL0125109;MH0182_GL0014660;T2D-97A_GL0088651;V1.CD3-3-PN_GL0006187"	24174000	41776000	16644000	18789000	17987000	18720000
"1086"	"MH0101_GL0057705;MH0185_GL0040339;NOF013_GL0022283;160319967-stool1_revised_C553736_1_gene5807;T2D-135A_GL0002824;MH0039_GL0047512;NOM001_GL0004203;MH0113_GL0001776;MH0427_GL0080558;MH0391_GL0079858;MH0166_GL0026346;MH0138_GL0036440;MH0357_GL0078473;O2.CD2-0_GL0082781;MH0152_GL0041161;765701615-stool1_revised_C1287960_1_gene77625;158337416-stool2_revised_C1026974_1_gene114254"	10312000	16915000	0	1903200	0	2243400
"1087"	"MH0101_GL0066006;MH0292_GL0048842;V1.UC17-2_GL0138545;MH0257_GL0071744;T2D-62A_GL0058757;MH0229_GL0060155"	3763700	3388900	0	2108600	2958200	3699100
"1088"	"MH0101_GL0080775;MH0333_GL0056756"	24481000	40302000	16812000	9353200	12496000	17781000
"1089"	"MH0101_GL0082601;MH0123_GL0115983"	32449000	83104000	10284000	14413000	10652000	20241000
"1090"	"O2.CD2-0-PT_GL0035195;MH0101_GL0084147;MH0370_GL0053352;742723.HMPREF9477_01138;MH0127_GL0078513;MH0433_GL0151885;V1.FI10_GL0080270;585501.HMPREF6123_0139"	18718000	15605000	9433800	8964900	9184600	10357000
"1091"	"MH0101_GL0100562;V1.FI18_GL0007492"	4908500	7578800	1512900	927530	0	576470
"1092"	"MH0101_GL0100759;764447348-stool2_revised_C789348_1_gene141231"	3225400	0	11914000	10626000	13024000	15273000
"1093"	"MH0101_GL0104651"	32585000	8510400	9701000	0	0	14876000
"1094"	"MH0102_GL0031449;V1.UC35-4_GL0155520"	0	0	8267900	8650500	11234000	9603700
"1095"	"MH0104_GL0025615"	5411700	9657800	12523000	11071000	8724000	12881000
